Kdex,Ndex,Name,Type1,Type2,Link,HP,ATK,DEF,SP_ATK,SP_DEF,SPD,Damaged Normally by,Weak to,Immue to,Resisant to
 #161, #757,Salandit,Poison,Fire,https://bulbapedia.bulbagarden.net//wiki/Salandit_(Pok%C3%A9mon),48,44,40,71,40,77,"['Normal_1×', 'Flying_1×', 'Ghost_1×', 'Electric_1×', 'Dragon_1×', 'Dark_1×']","['Ground_4×', 'Rock_2×', 'Water_2×', 'Psychic_2×']",['None'],"['Fighting_½×', 'Poison_½×', 'Bug_¼×', 'Steel_½×', 'Fire_½×', 'Grass_¼×', 'Ice_½×', 'Fairy_¼×']"
 #162, #758,Salazzle,Poison,Fire,https://bulbapedia.bulbagarden.net//wiki/Salazzle_(Pok%C3%A9mon),68,64,60,111,60,117,"['Normal_1×', 'Flying_1×', 'Ghost_1×', 'Electric_1×', 'Dragon_1×', 'Dark_1×']","['Ground_4×', 'Rock_2×', 'Water_2×', 'Psychic_2×']",['None'],"['Fighting_½×', 'Poison_½×', 'Bug_¼×', 'Steel_½×', 'Fire_½×', 'Grass_¼×', 'Ice_½×', 'Fairy_¼×']"
 #169, #759,Stufful,Normal,Fighting,https://bulbapedia.bulbagarden.net//wiki/Stufful_(Pok%C3%A9mon),70,75,50,45,50,50,"['Normal_1×', 'Poison_1×', 'Ground_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Fighting_2×', 'Flying_2×', 'Psychic_2×', 'Fairy_2×']",['Ghost_0×'],"['Rock_½×', 'Bug_½×', 'Dark_½×']"
 #170, #760,Bewear,Normal,Fighting,https://bulbapedia.bulbagarden.net//wiki/Bewear_(Pok%C3%A9mon),120,125,80,55,60,60,"['Normal_1×', 'Poison_1×', 'Ground_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Fighting_2×', 'Flying_2×', 'Psychic_2×', 'Fairy_2×']",['Ghost_0×'],"['Rock_½×', 'Bug_½×', 'Dark_½×']"
 #171, #761,Bounsweet,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Bounsweet_(Pok%C3%A9mon),42,30,38,30,38,32,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #172, #762,Steenee,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Steenee_(Pok%C3%A9mon),52,40,48,40,48,62,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #173, #763,Tsareena,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Tsareena_(Pok%C3%A9mon),72,120,98,50,98,72,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #174, #764,Comfey,Fairy,Null,https://bulbapedia.bulbagarden.net//wiki/Comfey_(Pok%C3%A9mon),51,52,90,82,110,100,"['Normal_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Ghost_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Fairy_1×']","['Poison_2×', 'Steel_2×']",['Dragon_0×'],"['Fighting_½×', 'Bug_½×', 'Dark_½×']"
 #176, #765,Oranguru,Normal,Psychic,https://bulbapedia.bulbagarden.net//wiki/Oranguru_(Pok%C3%A9mon),90,60,80,90,110,60,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Dark_2×']",['Ghost_0×'],['Psychic_½×']
 #177, #766,Passimian,Fighting,Null,https://bulbapedia.bulbagarden.net//wiki/Passimian_(Pok%C3%A9mon),100,120,90,40,60,80,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Flying_2×', 'Psychic_2×', 'Fairy_2×']",['None'],"['Rock_½×', 'Bug_½×', 'Dark_½×']"
 #182, #767,Wimpod,Bug,Water,https://bulbapedia.bulbagarden.net//wiki/Wimpod_(Pok%C3%A9mon),25,35,40,20,30,80,"['Normal_1×', 'Poison_1×', 'Bug_1×', 'Ghost_1×', 'Fire_1×', 'Grass_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_2×', 'Electric_2×']",['None'],"['Fighting_½×', 'Ground_½×', 'Steel_½×', 'Water_½×', 'Ice_½×']"
 #183, #768,Golisopod,Bug,Water,https://bulbapedia.bulbagarden.net//wiki/Golisopod_(Pok%C3%A9mon),75,125,140,60,90,40,"['Normal_1×', 'Poison_1×', 'Bug_1×', 'Ghost_1×', 'Fire_1×', 'Grass_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Rock_2×', 'Electric_2×']",['None'],"['Fighting_½×', 'Ground_½×', 'Steel_½×', 'Water_½×', 'Ice_½×']"
 #186, #769,Sandygast,Ghost,Ground,https://bulbapedia.bulbagarden.net//wiki/Sandygast_(Pok%C3%A9mon),55,55,80,70,45,15,"['Flying_1×', 'Ground_1×', 'Steel_1×', 'Fire_1×', 'Psychic_1×', 'Dragon_1×', 'Fairy_1×']","['Ghost_2×', 'Water_2×', 'Grass_2×', 'Ice_2×', 'Dark_2×']","['Normal_0×', 'Fighting_0×', 'Electric_0×']","['Poison_¼×', 'Rock_½×', 'Bug_½×']"
 #187, #770,Palossand,Ghost,Ground,https://bulbapedia.bulbagarden.net//wiki/Palossand_(Pok%C3%A9mon),85,75,110,100,75,35,"['Flying_1×', 'Ground_1×', 'Steel_1×', 'Fire_1×', 'Psychic_1×', 'Dragon_1×', 'Fairy_1×']","['Ghost_2×', 'Water_2×', 'Grass_2×', 'Ice_2×', 'Dark_2×']","['Normal_0×', 'Fighting_0×', 'Electric_0×']","['Poison_¼×', 'Rock_½×', 'Bug_½×']"
 #200, #771,Pyukumuku,Water,Null,https://bulbapedia.bulbagarden.net//wiki/Pyukumuku_(Pok%C3%A9mon),55,60,130,30,130,5,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Grass_2×', 'Electric_2×']",['None'],"['Steel_½×', 'Fire_½×', 'Water_½×', 'Ice_½×']"
 #203, #772,Type: Null,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Type:_Null_(Pok%C3%A9mon),95,95,95,95,95,59,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #204, #773,Silvally,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Silvally_(Pok%C3%A9mon),95,95,95,95,95,95,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #213, #774,Minior,Rock,Flying,https://bulbapedia.bulbagarden.net//wiki/Minior_(Pok%C3%A9mon),60,60,100,60,100,60,"['Fighting_1×', 'Ghost_1×', 'Grass_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Rock_2×', 'Steel_2×', 'Water_2×', 'Electric_2×', 'Ice_2×']",['Ground_0×'],"['Normal_½×', 'Flying_½×', 'Poison_½×', 'Bug_½×', 'Fire_½×']"
 #222, #775,Komala,Normal,Null,https://bulbapedia.bulbagarden.net//wiki/Komala_(Pok%C3%A9mon),65,115,65,75,95,65,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Fighting_2×'],['Ghost_0×'],['None']
 #224, #776,Turtonator,Fire,Dragon,https://bulbapedia.bulbagarden.net//wiki/Turtonator_(Pok%C3%A9mon),60,78,135,91,85,36,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ghost_1×', 'Water_1×', 'Psychic_1×', 'Ice_1×', 'Dark_1×', 'Fairy_1×']","['Ground_2×', 'Rock_2×', 'Dragon_2×']",['None'],"['Bug_½×', 'Steel_½×', 'Fire_¼×', 'Grass_¼×', 'Electric_½×']"
 #225, #777,Togedemaru,Electric,Steel,https://bulbapedia.bulbagarden.net//wiki/Togedemaru_(Pok%C3%A9mon),65,98,63,40,73,96,"['Ghost_1×', 'Water_1×', 'Dark_1×']","['Fighting_2×', 'Ground_4×', 'Fire_2×']",['Poison_0×'],"['Normal_½×', 'Flying_¼×', 'Rock_½×', 'Bug_½×', 'Steel_¼×', 'Grass_½×', 'Electric_½×', 'Psychic_½×', 'Ice_½×', 'Dragon_½×', 'Fairy_½×']"
 #242, #778,Mimikyu,Ghost,Fairy,https://bulbapedia.bulbagarden.net//wiki/Mimikyu_(Pok%C3%A9mon),55,90,80,50,105,96,"['Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Psychic_1×', 'Ice_1×', 'Dark_1×', 'Fairy_1×']","['Ghost_2×', 'Steel_2×']","['Normal_0×', 'Fighting_0×', 'Dragon_0×']",['Bug_¼×']
 #243, #779,Bruxish,Water,Psychic,https://bulbapedia.bulbagarden.net//wiki/Bruxish_(Pok%C3%A9mon),68,105,70,70,70,92,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Grass_2×', 'Electric_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Steel_½×', 'Fire_½×', 'Water_½×', 'Psychic_½×', 'Ice_½×']"
 #244, #780,Drampa,Normal,Dragon,https://bulbapedia.bulbagarden.net//wiki/Drampa_(Pok%C3%A9mon),78,60,85,135,91,36,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Psychic_1×', 'Dark_1×']","['Fighting_2×', 'Ice_2×', 'Dragon_2×', 'Fairy_2×']",['Ghost_0×'],"['Fire_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #263, #781,Dhelmise,Ghost,Grass,https://bulbapedia.bulbagarden.net//wiki/Dhelmise_(Pok%C3%A9mon),70,131,100,86,90,40,"['Poison_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Fairy_1×']","['Flying_2×', 'Ghost_2×', 'Fire_2×', 'Ice_2×', 'Dark_2×']","['Normal_0×', 'Fighting_0×']","['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #271, #782,Jangmo-o,Dragon,Null,https://bulbapedia.bulbagarden.net//wiki/Jangmo-o_(Pok%C3%A9mon),45,55,65,45,45,45,"['Normal_1×', 'Fighting_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dark_1×']","['Ice_2×', 'Dragon_2×', 'Fairy_2×']",['None'],"['Fire_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #272, #783,Hakamo-o,Dragon,Fighting,https://bulbapedia.bulbagarden.net//wiki/Hakamo-o_(Pok%C3%A9mon),55,75,90,65,70,65,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×']","['Flying_2×', 'Psychic_2×', 'Ice_2×', 'Dragon_2×', 'Fairy_4×']",['None'],"['Rock_½×', 'Bug_½×', 'Fire_½×', 'Water_½×', 'Grass_½×', 'Electric_½×', 'Dark_½×']"
 #273, #784,Kommo-o,Dragon,Fighting,https://bulbapedia.bulbagarden.net//wiki/Kommo-o_(Pok%C3%A9mon),75,110,125,100,105,85,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Ground_1×', 'Ghost_1×', 'Steel_1×']","['Flying_2×', 'Psychic_2×', 'Ice_2×', 'Dragon_2×', 'Fairy_4×']",['None'],"['Rock_½×', 'Bug_½×', 'Fire_½×', 'Water_½×', 'Grass_½×', 'Electric_½×', 'Dark_½×']"
 #285, #785,Tapu Koko,Electric,Fairy,https://bulbapedia.bulbagarden.net//wiki/Tapu_Koko_(Pok%C3%A9mon),70,115,85,95,75,130,"['Normal_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Psychic_1×', 'Ice_1×', 'Fairy_1×']","['Poison_2×', 'Ground_2×']",['Dragon_0×'],"['Fighting_½×', 'Flying_½×', 'Bug_½×', 'Electric_½×', 'Dark_½×']"
 #286, #786,Tapu Lele,Psychic,Fairy,https://bulbapedia.bulbagarden.net//wiki/Tapu_Lele_(Pok%C3%A9mon),70,85,75,130,115,95,"['Normal_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dark_1×', 'Fairy_1×']","['Poison_2×', 'Ghost_2×', 'Steel_2×']",['Dragon_0×'],"['Fighting_¼×', 'Psychic_½×']"
 #287, #787,Tapu Bulu,Grass,Fairy,https://bulbapedia.bulbagarden.net//wiki/Tapu_Bulu_(Pok%C3%A9mon),70,130,115,85,95,75,"['Normal_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Psychic_1×', 'Fairy_1×']","['Flying_2×', 'Poison_4×', 'Steel_2×', 'Fire_2×', 'Ice_2×']",['Dragon_0×'],"['Fighting_½×', 'Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×', 'Dark_½×']"
 #288, #788,Tapu Fini,Water,Fairy,https://bulbapedia.bulbagarden.net//wiki/Tapu_Fini_(Pok%C3%A9mon),70,75,115,95,130,85,"['Normal_1×', 'Flying_1×', 'Ground_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Fairy_1×']","['Poison_2×', 'Grass_2×', 'Electric_2×']",['Dragon_0×'],"['Fighting_½×', 'Bug_½×', 'Fire_½×', 'Water_½×', 'Ice_½×', 'Dark_½×']"
 #289, #789,Cosmog,Psychic,Null,https://bulbapedia.bulbagarden.net//wiki/Cosmog_(Pok%C3%A9mon),43,29,31,29,31,37,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Psychic_½×']"
 #290, #790,Cosmoem,Psychic,Null,https://bulbapedia.bulbagarden.net//wiki/Cosmoem_(Pok%C3%A9mon),43,29,131,29,131,37,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_2×', 'Ghost_2×', 'Dark_2×']",['None'],"['Fighting_½×', 'Psychic_½×']"
 #291, #791,Solgaleo,Psychic,Steel,https://bulbapedia.bulbagarden.net//wiki/Solgaleo_(Pok%C3%A9mon),137,137,107,113,89,97,"['Fighting_1×', 'Bug_1×', 'Water_1×', 'Electric_1×']","['Ground_2×', 'Ghost_2×', 'Fire_2×', 'Dark_2×']",['Poison_0×'],"['Normal_½×', 'Flying_½×', 'Rock_½×', 'Steel_½×', 'Grass_½×', 'Psychic_¼×', 'Ice_½×', 'Dragon_½×', 'Fairy_½×']"
 #292, #792,Lunala,Psychic,Ghost,https://bulbapedia.bulbagarden.net//wiki/Lunala_(Pok%C3%A9mon),137,113,89,137,107,97,"['Flying_1×', 'Ground_1×', 'Rock_1×', 'Bug_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Ghost_4×', 'Dark_4×']","['Normal_0×', 'Fighting_0×']","['Poison_½×', 'Psychic_½×']"
 #293, #793,Nihilego,Rock,Poison,https://bulbapedia.bulbagarden.net//wiki/Nihilego_(Pok%C3%A9mon),109,53,47,127,131,103,"['Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Ground_4×', 'Steel_2×', 'Water_2×', 'Psychic_2×']",['None'],"['Normal_½×', 'Flying_½×', 'Poison_¼×', 'Bug_½×', 'Fire_½×', 'Fairy_½×']"
 #294, #794,Buzzwole,Bug,Fighting,https://bulbapedia.bulbagarden.net//wiki/Buzzwole_(Pok%C3%A9mon),107,139,139,53,53,79,"['Normal_1×', 'Poison_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Flying_4×', 'Fire_2×', 'Psychic_2×', 'Fairy_2×']",['None'],"['Fighting_½×', 'Ground_½×', 'Bug_½×', 'Grass_½×', 'Dark_½×']"
 #295, #795,Pheromosa,Bug,Fighting,https://bulbapedia.bulbagarden.net//wiki/Pheromosa_(Pok%C3%A9mon),71,137,37,137,37,151,"['Normal_1×', 'Poison_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×']","['Flying_4×', 'Fire_2×', 'Psychic_2×', 'Fairy_2×']",['None'],"['Fighting_½×', 'Ground_½×', 'Bug_½×', 'Grass_½×', 'Dark_½×']"
 #296, #796,Xurkitree,Electric,Null,https://bulbapedia.bulbagarden.net//wiki/Xurkitree_(Pok%C3%A9mon),83,89,71,173,71,83,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Ground_2×'],['None'],"['Flying_½×', 'Steel_½×', 'Electric_½×']"
 #297, #797,Celesteela,Steel,Flying,https://bulbapedia.bulbagarden.net//wiki/Celesteela_(Pok%C3%A9mon),97,101,103,107,101,61,"['Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Water_1×', 'Ice_1×', 'Dark_1×']","['Fire_2×', 'Electric_2×']","['Poison_0×', 'Ground_0×']","['Normal_½×', 'Flying_½×', 'Bug_¼×', 'Steel_½×', 'Grass_¼×', 'Psychic_½×', 'Dragon_½×', 'Fairy_½×']"
 #298, #798,Kartana,Grass,Steel,https://bulbapedia.bulbagarden.net//wiki/Kartana_(Pok%C3%A9mon),59,181,131,59,31,109,"['Flying_1×', 'Ground_1×', 'Bug_1×', 'Ghost_1×', 'Ice_1×', 'Dark_1×']","['Fighting_2×', 'Fire_4×']",['Poison_0×'],"['Normal_½×', 'Rock_½×', 'Steel_½×', 'Water_½×', 'Grass_¼×', 'Electric_½×', 'Psychic_½×', 'Dragon_½×', 'Fairy_½×']"
 #299, #799,Guzzlord,Dark,Dragon,https://bulbapedia.bulbagarden.net//wiki/Guzzlord_(Pok%C3%A9mon),223,101,53,97,53,43,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×']","['Fighting_2×', 'Bug_2×', 'Ice_2×', 'Dragon_2×', 'Fairy_4×']",['Psychic_0×'],"['Ghost_½×', 'Fire_½×', 'Water_½×', 'Grass_½×', 'Electric_½×', 'Dark_½×']"
 #300, #800,Necrozma,Psychic,Null,https://bulbapedia.bulbagarden.net//wiki/Necrozma_(Pok%C3%A9mon),97,107,101,127,89,79,"['Normal_1×', 'Flying_1×', 'Poison_1×', 'Ground_1×', 'Rock_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Fairy_1×']","['Bug_1½×', 'Ghost_1½×', 'Dark_1½×']",['None'],"['Fighting_½×', 'Psychic_½×']"
 #301, #801,Magearna,Steel,Fairy,https://bulbapedia.bulbagarden.net//wiki/Magearna_(Pok%C3%A9mon),80,95,115,130,115,65,"['Fighting_1×', 'Ghost_1×', 'Steel_1×', 'Water_1×', 'Electric_1×']","['Ground_2×', 'Fire_2×']","['Poison_0×', 'Dragon_0×']","['Normal_½×', 'Flying_½×', 'Rock_½×', 'Bug_¼×', 'Grass_½×', 'Psychic_½×', 'Ice_½×', 'Dark_½×', 'Fairy_½×']"
 #302, #802,Marshadow,Fighting,Ghost,https://bulbapedia.bulbagarden.net//wiki/Marshadow_(Pok%C3%A9mon),90,125,80,90,90,125,"['Ground_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Flying_2×', 'Ghost_2×', 'Psychic_2×', 'Fairy_2×']","['Normal_0×', 'Fighting_0×']","['Poison_½×', 'Rock_½×', 'Bug_¼×']"
 #261, #803,Poipole,Poison,Null,https://bulbapedia.bulbagarden.net//wiki/Poipole_(Pok%C3%A9mon),67,73,67,73,67,73,"['Normal_1×', 'Flying_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Fire_1×', 'Water_1×', 'Electric_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×']","['Ground_2×', 'Psychic_2×']",['None'],"['Fighting_½×', 'Poison_½×', 'Bug_½×', 'Grass_½×', 'Fairy_½×']"
 #262, #804,Naganadel,Poison,Dragon,https://bulbapedia.bulbagarden.net//wiki/Naganadel_(Pok%C3%A9mon),73,73,73,127,73,121,"['Normal_1×', 'Flying_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Dark_1×', 'Fairy_1×']","['Ground_2×', 'Psychic_2×', 'Ice_2×', 'Dragon_2×']",['None'],"['Fighting_½×', 'Poison_½×', 'Bug_½×', 'Fire_½×', 'Water_½×', 'Grass_¼×', 'Electric_½×']"
 #392, #805,Stakataka,Rock,Steel,https://bulbapedia.bulbagarden.net//wiki/Stakataka_(Pok%C3%A9mon),61,131,211,53,101,13,"['Ghost_1×', 'Steel_1×', 'Fire_1×', 'Grass_1×', 'Electric_1×', 'Dark_1×']","['Fighting_4×', 'Ground_4×', 'Water_2×']",['Poison_0×'],"['Normal_¼×', 'Flying_¼×', 'Rock_½×', 'Bug_½×', 'Psychic_½×', 'Ice_½×', 'Dragon_½×', 'Fairy_½×']"
 #393, #806,Blacephalon,Fire,Ghost,https://bulbapedia.bulbagarden.net//wiki/Blacephalon_(Pok%C3%A9mon),53,127,53,151,79,107,"['Flying_1×', 'Electric_1×', 'Psychic_1×', 'Dragon_1×']","['Ground_2×', 'Rock_2×', 'Ghost_2×', 'Water_2×', 'Dark_2×']","['Normal_0×', 'Fighting_0×']","['Poison_½×', 'Bug_¼×', 'Steel_½×', 'Fire_½×', 'Grass_½×', 'Ice_½×', 'Fairy_½×']"
 #403, #807,Zeraora,Electric,Null,https://bulbapedia.bulbagarden.net//wiki/Zeraora_(Pok%C3%A9mon),88,112,75,102,80,143,"['Normal_1×', 'Fighting_1×', 'Poison_1×', 'Rock_1×', 'Bug_1×', 'Ghost_1×', 'Fire_1×', 'Water_1×', 'Grass_1×', 'Psychic_1×', 'Ice_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']",['Ground_2×'],['Electric_0×'],"['Flying_½×', 'Steel_½×']"
 #---, #808,Meltan,Steel,Null,https://bulbapedia.bulbagarden.net//wiki/Meltan_(Pok%C3%A9mon),46,65,65,55,35,34,"['Ghost_1×', 'Water_1×', 'Electric_1×', 'Dark_1×']","['Fighting_2×', 'Ground_2×', 'Fire_2×']",['Poison_0×'],"['Normal_½×', 'Flying_½×', 'Rock_½×', 'Bug_½×', 'Steel_½×', 'Grass_½×', 'Psychic_½×', 'Ice_½×', 'Dragon_½×', 'Fairy_½×']"
 #---, #809,Melmetal,Steel,Null,https://bulbapedia.bulbagarden.net//wiki/Melmetal_(Pok%C3%A9mon),135,143,143,80,65,34,"['Ghost_1×', 'Water_1×', 'Electric_1×', 'Dark_1×']","['Fighting_2×', 'Ground_2×', 'Fire_2×']",['Poison_0×'],"['Normal_½×', 'Flying_½×', 'Rock_½×', 'Bug_½×', 'Steel_½×', 'Grass_½×', 'Psychic_½×', 'Ice_½×', 'Dragon_½×', 'Fairy_½×']"
 #001, #810,Grookey,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Grookey_(Pok%C3%A9mon),50,65,50,40,40,65,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #002, #811,Thwackey,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Thwackey_(Pok%C3%A9mon),70,85,70,55,60,80,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
 #003, #812,Rillaboom,Grass,Null,https://bulbapedia.bulbagarden.net//wiki/Rillaboom_(Pok%C3%A9mon),100,125,90,60,70,85,"['Normal_1×', 'Fighting_1×', 'Rock_1×', 'Ghost_1×', 'Steel_1×', 'Psychic_1×', 'Dragon_1×', 'Dark_1×', 'Fairy_1×']","['Flying_2×', 'Poison_2×', 'Bug_2×', 'Fire_2×', 'Ice_2×']",['None'],"['Ground_½×', 'Water_½×', 'Grass_½×', 'Electric_½×']"
